"_id","employee_id","date","hostname","os","login_time","logout_time","active_hours"
"ObjectId(""6849ef88ab2373184fe086cb"")","E276","2025-06-05","desktop-65.warren-scott.info","macOS","10:46","17:08",6.5
"ObjectId(""6849ef88ab2373184fe086cc"")","E276","2025-06-06","laptop-30.mcintosh.com","macOS","09:23","18:22",9.2
"ObjectId(""6849ef88ab2373184fe086cd"")","E276","2025-06-07","srv-38.byrd-lara.org","Linux","07:56","14:13",8
"ObjectId(""6849ef88ab2373184fe086ce"")","E276","2025-06-08","desktop-22.anderson.com","Windows","10:53","20:14",9.9
"ObjectId(""6849ef88ab2373184fe086cf"")","E276","2025-06-09","db-43.braun-lee.com","macOS","09:39","19:25",9.9
"ObjectId(""6849ef88ab2373184fe086d0"")","E276","2025-06-10","srv-00.reyes-johnson.com","Windows","09:34","18:33",8.9
"ObjectId(""6849ef88ab2373184fe086d1"")","E277","2025-06-01","srv-20.pena.com","macOS","10:48","17:43",7
"ObjectId(""6849ef88ab2373184fe086d2"")","E277","2025-06-02","laptop-84.avery-silva.com","Linux","09:32","19:18",10.9
"ObjectId(""6849ef88ab2373184fe086d3"")","E277","2025-06-03","desktop-67.walker-hunt.info","Linux","09:35","16:50",6.5
"ObjectId(""6849ef88ab2373184fe086d4"")","E277","2025-06-04","desktop-17.parker-johnson.com","Windows","08:22","16:10",8
"ObjectId(""6849ef88ab2373184fe086d5"")","E277","2025-06-05","web-99.reed.com","Linux","07:11","16:05",9.3
"ObjectId(""6849ef88ab2373184fe086d6"")","E277","2025-06-06","web-03.scott-floyd.info","Windows","08:44","17:35",8.7
"ObjectId(""6849ef88ab2373184fe086d7"")","E277","2025-06-07","lt-51.hughes-vega.org","Windows","09:29","19:54",9.8
"ObjectId(""6849ef88ab2373184fe086d8"")","E277","2025-06-08","lt-63.johnson.org","Windows","09:27","16:23",7
"ObjectId(""6849ef88ab2373184fe086d9"")","E277","2025-06-09","srv-85.moore.com","macOS","10:38","17:03",6.2
"ObjectId(""6849ef88ab2373184fe086da"")","E277","2025-06-10","web-63.archer.net","Windows","09:46","19:39",10.1
"ObjectId(""6849ef88ab2373184fe086db"")","E278","2025-06-01","srv-77.williamson.net","Windows","09:02","19:50",10.4
"ObjectId(""6849ef88ab2373184fe086dc"")","E278","2025-06-02","desktop-00.hammond-dunn.com","Windows","07:16","15:29",8.3
"ObjectId(""6849ef88ab2373184fe086dd"")","E278","2025-06-03","lt-13.hall-howard.org","macOS","09:46","18:32",9.2
"ObjectId(""6849ef88ab2373184fe086de"")","E278","2025-06-04","srv-18.christian.com","macOS","10:09","20:58",9.6
"ObjectId(""6849ef88ab2373184fe086df"")","E278","2025-06-05","srv-77.gibbs.biz","Windows","07:56","14:25",6.2
"ObjectId(""6849ef88ab2373184fe086e0"")","E278","2025-06-06","email-34.pratt.com","Linux","07:06","15:03",8.3
"ObjectId(""6849ef88ab2373184fe086e1"")","E278","2025-06-07","srv-40.moyer.biz","Windows","09:36","18:55",9
"ObjectId(""6849ef88ab2373184fe086e2"")","E278","2025-06-08","srv-75.robertson-williams.com","Linux","08:13","17:31",8.6
"ObjectId(""6849ef88ab2373184fe086e3"")","E278","2025-06-09","email-96.richardson-clark.com","macOS","07:08","14:57",7.2
"ObjectId(""6849ef88ab2373184fe086e4"")","E278","2025-06-10","lt-51.king-chung.com","Windows","07:17","15:02",8.3
"ObjectId(""6849ef88ab2373184fe086e5"")","E279","2025-06-01","web-35.wilson.com","Linux","07:50","14:40",6.5
"ObjectId(""6849ef88ab2373184fe086e6"")","E279","2025-06-02","srv-49.rodriguez.com","Windows","07:43","16:43",9.8
"ObjectId(""6849ef88ab2373184fe086e7"")","E279","2025-06-03","email-93.watkins-norris.com","Linux","08:07","16:16",7.5
"ObjectId(""6849ef88ab2373184fe086e8"")","E279","2025-06-04","lt-79.davis.net","macOS","09:37","19:29",10.6
"ObjectId(""6849ef88ab2373184fe086e9"")","E279","2025-06-05","web-78.clark.com","macOS","07:39","16:30",9.4
"ObjectId(""6849ef88ab2373184fe086ea"")","E279","2025-06-06","laptop-49.white.net","Windows","09:09","19:03",10
"ObjectId(""6849ef88ab2373184fe086eb"")","E279","2025-06-07","laptop-51.padilla.com","Windows","07:51","14:59",7.5
"ObjectId(""6849ef88ab2373184fe086ec"")","E279","2025-06-08","laptop-05.adams.org","Linux","09:57","16:41",6.9
"ObjectId(""6849ef88ab2373184fe086ed"")","E279","2025-06-09","lt-01.perez.org","macOS","09:58","17:54",7.6
"ObjectId(""6849ef88ab2373184fe086ee"")","E279","2025-06-10","desktop-77.rivera.org","Windows","07:22","17:32",10.3
"ObjectId(""6849ef88ab2373184fe086ef"")","E280","2025-06-01","srv-54.sparks.org","macOS","09:34","16:00",6.6
"ObjectId(""6849ef88ab2373184fe086f0"")","E280","2025-06-02","db-78.ayala-williams.org","Windows","10:37","18:11",8.1
"ObjectId(""6849ef88ab2373184fe086f1"")","E280","2025-06-03","lt-69.mitchell.com","Windows","10:02","17:57",7.5
"ObjectId(""6849ef88ab2373184fe086f2"")","E280","2025-06-04","lt-57.reese.org","macOS","08:09","18:19",10
"ObjectId(""6849ef88ab2373184fe086f3"")","E280","2025-06-05","lt-64.elliott-rollins.com","Windows","08:13","15:35",7
"ObjectId(""6849ef88ab2373184fe086f4"")","E280","2025-06-06","desktop-36.brown-parker.com","macOS","07:27","15:05",7.8
"ObjectId(""6849ef88ab2373184fe086f5"")","E280","2025-06-07","srv-02.townsend-page.info","Windows","08:21","15:23",7.6
"ObjectId(""6849ef88ab2373184fe086f6"")","E280","2025-06-08","laptop-17.watts.net","Windows","10:09","18:48",7.8
"ObjectId(""6849ef88ab2373184fe086f7"")","E280","2025-06-09","srv-36.clark.biz","Windows","09:17","18:07",9.1
"ObjectId(""6849ef88ab2373184fe086f8"")","E280","2025-06-10","srv-59.beasley-montes.com","Linux","08:32","18:06",10.2
"ObjectId(""6849ef88ab2373184fe086f9"")","E281","2025-06-01","laptop-01.lewis.info","macOS","07:02","16:04",9.3
"ObjectId(""6849ef88ab2373184fe086fa"")","E281","2025-06-02","lt-09.gray-johnson.com","Linux","10:40","20:35",10
"ObjectId(""6849ef88ab2373184fe086fb"")","E281","2025-06-03","lt-35.maynard.com","Windows","08:25","15:53",6.9
"ObjectId(""6849ef88ab2373184fe086fc"")","E281","2025-06-04","srv-09.riley-horton.org","Windows","09:40","19:34",10.2
"ObjectId(""6849ef88ab2373184fe086fd"")","E281","2025-06-05","desktop-08.franklin-morgan.com","macOS","07:49","16:39",8.8
"ObjectId(""6849ef88ab2373184fe086fe"")","E281","2025-06-06","laptop-18.smith.com","macOS","09:52","17:28",7.4
"ObjectId(""6849ef88ab2373184fe086ff"")","E281","2025-06-07","lt-98.woods.com","Linux","08:47","15:16",7.6
"ObjectId(""6849ef88ab2373184fe08700"")","E281","2025-06-08","web-80.taylor.com","macOS","08:07","16:48",7.3
"ObjectId(""6849ef88ab2373184fe08701"")","E281","2025-06-09","web-94.davenport-snyder.info","macOS","09:24","17:10",7.7
"ObjectId(""6849ef88ab2373184fe08702"")","E281","2025-06-10","lt-01.mcclain.com","Linux","08:17","17:00",9
"ObjectId(""6849ef88ab2373184fe08703"")","E282","2025-06-01","laptop-94.harris.com","macOS","08:11","17:06",8.5
"ObjectId(""6849ef88ab2373184fe08704"")","E282","2025-06-02","laptop-50.camacho-harrison.biz","Linux","07:44","16:21",8.4
"ObjectId(""6849ef88ab2373184fe08705"")","E282","2025-06-03","db-53.blair.com","macOS","07:47","14:04",6.3
"ObjectId(""6849ef88ab2373184fe08706"")","E282","2025-06-04","desktop-54.steele.com","Linux","09:29","17:03",7.2
"ObjectId(""6849ef88ab2373184fe08707"")","E282","2025-06-05","web-36.brown-nguyen.com","macOS","09:56","17:43",8.6
"ObjectId(""6849ef88ab2373184fe08708"")","E282","2025-06-06","email-47.young.com","Windows","08:20","18:28",10.3
"ObjectId(""6849ef88ab2373184fe08709"")","E282","2025-06-07","email-72.thomas.com","Linux","10:43","17:55",6.6
"ObjectId(""6849ef88ab2373184fe0870a"")","E282","2025-06-08","web-80.kerr-anderson.org","Windows","09:54","16:13",6.8
"ObjectId(""6849ef88ab2373184fe0870b"")","E282","2025-06-09","db-28.roberts.com","macOS","09:27","16:58",7.4
"ObjectId(""6849ef88ab2373184fe0870c"")","E282","2025-06-10","lt-29.carpenter.net","Windows","10:34","20:56",9.8
"ObjectId(""6849ef88ab2373184fe0870d"")","E283","2025-06-01","lt-95.mckay.net","Windows","10:33","19:18",8.8
"ObjectId(""6849ef88ab2373184fe0870e"")","E283","2025-06-02","laptop-22.roberts.com","macOS","09:03","18:58",9
"ObjectId(""6849ef88ab2373184fe0870f"")","E283","2025-06-03","web-86.chandler-smith.biz","macOS","10:46","17:34",6.9
"ObjectId(""6849ef88ab2373184fe08710"")","E283","2025-06-04","email-65.brady-harvey.com","macOS","09:18","17:33",7.1
"ObjectId(""6849ef88ab2373184fe08711"")","E283","2025-06-05","laptop-51.diaz-leonard.com","Linux","08:58","15:15",7.3
"ObjectId(""6849ef88ab2373184fe08712"")","E283","2025-06-06","laptop-15.price.info","Linux","10:30","18:57",8
"ObjectId(""6849ef88ab2373184fe08713"")","E283","2025-06-07","lt-26.johnson.com","Linux","08:10","16:25",8.1
"ObjectId(""6849ef88ab2373184fe08714"")","E283","2025-06-08","srv-77.calhoun.info","Linux","08:36","15:37",7.2
"ObjectId(""6849ef88ab2373184fe08715"")","E283","2025-06-09","lt-92.johnson.com","Windows","08:38","15:54",6.8
"ObjectId(""6849ef88ab2373184fe08716"")","E283","2025-06-10","srv-42.conley.com","macOS","07:40","17:07",10.4
"ObjectId(""6849ef88ab2373184fe08717"")","E284","2025-06-01","email-09.brown.biz","Linux","10:16","19:15",8.5
"ObjectId(""6849ef88ab2373184fe08718"")","E284","2025-06-02","srv-64.ferguson.net","macOS","07:37","15:40",8.1
"ObjectId(""6849ef88ab2373184fe08719"")","E284","2025-06-03","web-93.johns.org","Linux","08:03","15:23",7.2
"ObjectId(""6849ef88ab2373184fe0871a"")","E284","2025-06-04","web-21.green-gregory.com","macOS","07:46","17:55",9.6
"ObjectId(""6849ef88ab2373184fe0871b"")","E284","2025-06-05","web-65.young.net","Linux","08:48","15:14",7.5
"ObjectId(""6849ef88ab2373184fe0871c"")","E284","2025-06-06","desktop-32.powers.com","macOS","07:31","14:25",6.7
"ObjectId(""6849ef88ab2373184fe0871d"")","E284","2025-06-07","laptop-56.terrell.org","macOS","08:08","16:37",8.1
"ObjectId(""6849ef88ab2373184fe0871e"")","E284","2025-06-08","desktop-73.williams.com","Windows","08:11","15:09",7.4
"ObjectId(""6849ef88ab2373184fe0871f"")","E284","2025-06-09","laptop-51.anderson.biz","Linux","08:38","15:28",7
"ObjectId(""6849ef88ab2373184fe08720"")","E284","2025-06-10","laptop-93.mccoy.com","Linux","10:27","17:39",7
"ObjectId(""6849ef88ab2373184fe08721"")","E285","2025-06-01","web-19.kim-smith.biz","Linux","07:14","17:12",9.6
"ObjectId(""6849ef88ab2373184fe08722"")","E285","2025-06-02","laptop-96.johnson.org","macOS","08:29","15:02",7
"ObjectId(""6849ef88ab2373184fe08723"")","E285","2025-06-03","desktop-14.mitchell.net","Linux","09:29","17:19",8.3
"ObjectId(""6849ef88ab2373184fe08724"")","E285","2025-06-04","desktop-14.white-graham.com","Windows","08:39","17:13",9.3
"ObjectId(""6849ef88ab2373184fe08725"")","E285","2025-06-05","web-76.robertson.com","macOS","07:00","16:56",8.9
"ObjectId(""6849ef88ab2373184fe08726"")","E285","2025-06-06","desktop-99.rogers-miller.org","Linux","08:58","18:55",9.3
"ObjectId(""6849ef88ab2373184fe08727"")","E285","2025-06-07","db-85.davis-waters.com","macOS","07:59","15:23",7.7
"ObjectId(""6849ef88ab2373184fe08728"")","E285","2025-06-08","lt-78.jensen.org","Windows","10:43","18:08",8.3
"ObjectId(""6849ef88ab2373184fe08729"")","E285","2025-06-09","email-90.ramos.com","Windows","08:03","15:46",6.6
"ObjectId(""6849ef88ab2373184fe0872a"")","E285","2025-06-10","desktop-51.watson.com","Windows","10:39","17:49",7.3
"ObjectId(""6849ef88ab2373184fe0872b"")","E286","2025-06-01","laptop-61.salazar.com","Windows","10:50","19:46",8
"ObjectId(""6849ef88ab2373184fe0872c"")","E286","2025-06-02","desktop-25.williams.com","Windows","10:41","18:44",8.1
"ObjectId(""6849ef88ab2373184fe0872d"")","E286","2025-06-03","email-55.torres.com","Linux","09:24","19:01",10.1
"ObjectId(""6849ef88ab2373184fe0872e"")","E286","2025-06-04","db-52.arroyo-mann.org","Linux","10:26","20:41",10.4
"ObjectId(""6849ef88ab2373184fe0872f"")","E286","2025-06-05","laptop-19.jones-trujillo.net","Windows","10:26","17:27",6.8
"ObjectId(""6849ef88ab2373184fe08730"")","E286","2025-06-06","web-32.jordan.com","Linux","10:26","20:52",10.1
"ObjectId(""6849ef88ab2373184fe08731"")","E286","2025-06-07","laptop-51.rodriguez.com","Linux","08:51","17:34",9.7
"ObjectId(""6849ef88ab2373184fe08732"")","E286","2025-06-08","db-77.huber.com","Linux","08:11","18:14",10.6
"ObjectId(""6849ef88ab2373184fe08733"")","E286","2025-06-09","lt-63.russell.net","Windows","07:10","17:20",10.6
"ObjectId(""6849ef88ab2373184fe08734"")","E286","2025-06-10","lt-58.green.org","Windows","08:45","16:44",7.1
"ObjectId(""6849ef88ab2373184fe08735"")","E287","2025-06-01","db-76.hernandez-bryant.org","Linux","09:59","16:20",6.4
"ObjectId(""6849ef88ab2373184fe08736"")","E287","2025-06-02","lt-97.farley-richmond.net","macOS","09:16","16:09",7
"ObjectId(""6849ef88ab2373184fe08737"")","E287","2025-06-03","db-70.smith.com","Windows","09:56","17:34",7.9
"ObjectId(""6849ef88ab2373184fe08738"")","E287","2025-06-04","web-68.williams.com","Linux","09:07","17:17",7.9
"ObjectId(""6849ef88ab2373184fe08739"")","E287","2025-06-05","lt-44.smith.biz","Windows","10:07","18:41",7.9
"ObjectId(""6849ef88ab2373184fe0873a"")","E287","2025-06-06","email-52.cross.org","Linux","08:46","16:48",7.7
"ObjectId(""6849ef88ab2373184fe0873b"")","E287","2025-06-07","srv-90.jensen-lutz.com","Windows","08:43","16:55",7.7
"ObjectId(""6849ef88ab2373184fe0873c"")","E287","2025-06-08","desktop-45.delgado.biz","Windows","09:55","17:33",7.8
"ObjectId(""6849ef88ab2373184fe0873d"")","E287","2025-06-09","email-01.winters-edwards.com","Windows","10:42","19:54",9.3
"ObjectId(""6849ef88ab2373184fe0873e"")","E287","2025-06-10","web-95.newton-moore.biz","Windows","08:55","15:00",6.7
"ObjectId(""6849ef88ab2373184fe0873f"")","E288","2025-06-01","srv-18.lewis.com","Linux","07:25","16:34",8.7
"ObjectId(""6849ef88ab2373184fe08740"")","E288","2025-06-02","lt-70.bailey-wagner.com","Windows","08:21","17:18",9.1
"ObjectId(""6849ef88ab2373184fe08741"")","E288","2025-06-03","db-26.kim-fowler.org","Windows","09:38","18:00",9.5
"ObjectId(""6849ef88ab2373184fe08742"")","E288","2025-06-04","laptop-12.gill-harper.com","Windows","09:39","18:08",8.4
"ObjectId(""6849ef88ab2373184fe08743"")","E288","2025-06-05","laptop-83.hardy.net","macOS","08:03","16:36",7.2
"ObjectId(""6849ef88ab2373184fe08744"")","E288","2025-06-06","db-78.smith-taylor.biz","Windows","10:52","18:30",7.9
"ObjectId(""6849ef88ab2373184fe08745"")","E288","2025-06-07","email-65.patton.info","Linux","09:05","17:12",7.8
"ObjectId(""6849ef88ab2373184fe08746"")","E288","2025-06-08","srv-84.nichols.net","macOS","09:32","19:37",9.7
"ObjectId(""6849ef88ab2373184fe08747"")","E288","2025-06-09","desktop-98.smith.com","Windows","08:54","16:13",7.8
"ObjectId(""6849ef88ab2373184fe08748"")","E288","2025-06-10","desktop-26.gay-kane.info","Linux","07:28","17:55",10.5
"ObjectId(""6849ef88ab2373184fe08749"")","E289","2025-06-01","lt-79.cruz-thomas.org","macOS","10:10","19:12",8.7
"ObjectId(""6849ef88ab2373184fe0874a"")","E289","2025-06-02","laptop-92.lopez.com","macOS","09:10","16:58",6.9
"ObjectId(""6849ef88ab2373184fe0874b"")","E289","2025-06-03","db-09.sullivan.com","Windows","07:33","17:03",9.4
"ObjectId(""6849ef88ab2373184fe0874c"")","E289","2025-06-04","db-97.nelson.org","Linux","08:05","16:36",8
"ObjectId(""6849ef88ab2373184fe0874d"")","E289","2025-06-05","srv-98.williams.com","Windows","07:29","15:43",8.7
"ObjectId(""6849ef88ab2373184fe0874e"")","E289","2025-06-06","laptop-04.hoover.com","macOS","07:34","15:19",8.2
"ObjectId(""6849ef88ab2373184fe0874f"")","E289","2025-06-07","email-50.strickland.com","Windows","09:13","17:12",7.8
"ObjectId(""6849ef88ab2373184fe08750"")","E289","2025-06-08","desktop-54.garcia.biz","Linux","07:38","14:34",7.4
"ObjectId(""6849ef88ab2373184fe08751"")","E289","2025-06-09","email-08.young.com","Linux","08:30","17:26",9.4
"ObjectId(""6849ef88ab2373184fe08752"")","E289","2025-06-10","email-18.brooks.biz","Linux","08:25","17:24",8.9
"ObjectId(""6849ef88ab2373184fe08753"")","E290","2025-06-01","desktop-84.taylor.com","Windows","09:19","16:30",7.1
"ObjectId(""6849ef88ab2373184fe08754"")","E290","2025-06-02","db-29.harris-mcgee.com","Windows","07:41","14:07",7.1
"ObjectId(""6849ef88ab2373184fe08755"")","E290","2025-06-03","web-79.robinson.com","macOS","09:01","17:21",8.3
"ObjectId(""6849ef88ab2373184fe08756"")","E290","2025-06-04","web-50.wright.com","Windows","07:03","14:12",6.9
"ObjectId(""6849ef88ab2373184fe08757"")","E290","2025-06-05","web-88.ibarra-wilkerson.biz","Windows","09:14","16:46",7.2
"ObjectId(""6849ef88ab2373184fe08758"")","E290","2025-06-06","web-22.perez.com","macOS","08:57","17:52",8.6
"ObjectId(""6849ef88ab2373184fe08759"")","E290","2025-06-07","desktop-40.park.net","macOS","10:57","18:26",7.8
"ObjectId(""6849ef88ab2373184fe0875a"")","E290","2025-06-08","laptop-09.todd.com","macOS","09:57","18:10",8.4
"ObjectId(""6849ef88ab2373184fe0875b"")","E290","2025-06-09","lt-52.richards.com","Windows","09:57","18:37",8.6
"ObjectId(""6849ef88ab2373184fe0875c"")","E290","2025-06-10","desktop-19.soto.com","Linux","08:38","18:34",9.4
"ObjectId(""6849ef88ab2373184fe0875d"")","E291","2025-06-01","laptop-77.johnson.com","macOS","10:06","19:57",8.5
"ObjectId(""6849ef88ab2373184fe0875e"")","E291","2025-06-02","laptop-57.rivera-shelton.com","Windows","09:51","19:10",9.6
"ObjectId(""6849ef88ab2373184fe0875f"")","E291","2025-06-03","db-24.gonzalez.info","Windows","07:35","16:44",9.2
"ObjectId(""6849ef88ab2373184fe08760"")","E291","2025-06-04","srv-44.walsh.com","Windows","08:35","17:59",9.3
"ObjectId(""6849ef88ab2373184fe08761"")","E291","2025-06-05","email-05.weaver-miller.com","Windows","07:52","17:12",9.3
"ObjectId(""6849ef88ab2373184fe08762"")","E291","2025-06-06","srv-03.copeland.com","Linux","10:07","19:09",8.9
"ObjectId(""6849ef88ab2373184fe08763"")","E291","2025-06-07","laptop-67.sosa.com","macOS","07:40","17:30",9.9
"ObjectId(""6849ef88ab2373184fe08764"")","E291","2025-06-08","desktop-43.turner.info","Windows","07:19","15:47",8.4
"ObjectId(""6849ef88ab2373184fe08765"")","E291","2025-06-09","email-26.rosario-stewart.net","Linux","09:33","18:33",9.3
"ObjectId(""6849ef88ab2373184fe08766"")","E291","2025-06-10","db-39.martinez.com","Windows","07:38","17:49",10.7
"ObjectId(""6849ef88ab2373184fe08767"")","E292","2025-06-01","lt-25.chase.com","Linux","07:11","15:54",8.8
"ObjectId(""6849ef88ab2373184fe08768"")","E292","2025-06-02","laptop-57.leonard.com","macOS","09:37","18:09",9
"ObjectId(""6849ef88ab2373184fe08769"")","E292","2025-06-03","db-49.barber-ross.net","Windows","09:46","19:32",10.4
"ObjectId(""6849ef88ab2373184fe0876a"")","E292","2025-06-04","laptop-28.king.info","Linux","09:14","19:05",10.1
"ObjectId(""6849ef88ab2373184fe0876b"")","E292","2025-06-05","email-46.sanchez.com","Windows","08:23","16:24",8.3
"ObjectId(""6849ef88ab2373184fe0876c"")","E292","2025-06-06","lt-95.parker.com","Windows","07:40","15:57",7.7
"ObjectId(""6849ef88ab2373184fe0876d"")","E292","2025-06-07","web-13.walton.biz","Windows","07:48","14:53",7.1
"ObjectId(""6849ef88ab2373184fe0876e"")","E292","2025-06-08","desktop-00.willis-thornton.info","Linux","09:04","16:59",7.1
"ObjectId(""6849ef88ab2373184fe0876f"")","E292","2025-06-09","laptop-34.williams-yang.com","macOS","10:25","18:42",7.5
"ObjectId(""6849ef88ab2373184fe08770"")","E292","2025-06-10","lt-99.burgess.com","Windows","09:09","18:37",8.8
"ObjectId(""6849ef88ab2373184fe08771"")","E293","2025-06-01","web-67.collier.com","macOS","09:56","17:37",7.9
"ObjectId(""6849ef88ab2373184fe08772"")","E293","2025-06-02","srv-40.baker-campbell.com","Windows","10:25","20:29",9.6
"ObjectId(""6849ef88ab2373184fe08773"")","E293","2025-06-03","desktop-06.lewis.info","macOS","08:06","18:54",9.6
"ObjectId(""6849ef88ab2373184fe08774"")","E293","2025-06-04","lt-50.davis.com","Windows","09:38","17:00",8.4
"ObjectId(""6849ef88ab2373184fe08775"")","E293","2025-06-05","db-15.wright.biz","Linux","08:30","18:11",10.2
"ObjectId(""6849ef88ab2373184fe08776"")","E293","2025-06-06","web-43.johnston.com","Linux","09:28","19:46",10.1
"ObjectId(""6849ef88ab2373184fe08777"")","E293","2025-06-07","desktop-52.martinez.com","Windows","08:58","18:42",10.6
"ObjectId(""6849ef88ab2373184fe08778"")","E293","2025-06-08","desktop-28.parks-johnson.net","macOS","09:19","17:45",8.3
"ObjectId(""6849ef88ab2373184fe08779"")","E293","2025-06-09","web-09.hardy-nguyen.com","Linux","07:14","17:59",9.5
"ObjectId(""6849ef88ab2373184fe0877a"")","E293","2025-06-10","laptop-97.harper.biz","Windows","10:34","18:27",8.5
"ObjectId(""6849ef88ab2373184fe0877b"")","E294","2025-06-01","lt-65.allen.net","macOS","08:53","16:59",8
"ObjectId(""6849ef88ab2373184fe0877c"")","E294","2025-06-02","desktop-16.andrade-smith.com","Linux","09:56","17:53",8.4
"ObjectId(""6849ef88ab2373184fe0877d"")","E294","2025-06-03","laptop-04.anderson-mitchell.com","Linux","10:29","19:56",8.7
"ObjectId(""6849ef88ab2373184fe0877e"")","E294","2025-06-04","email-52.holt.com","macOS","07:08","15:37",7.7
"ObjectId(""6849ef88ab2373184fe0877f"")","E294","2025-06-05","desktop-10.robertson.com","macOS","08:14","15:05",7.4
"ObjectId(""6849ef88ab2373184fe08780"")","E294","2025-06-06","lt-77.boyer.info","macOS","10:39","19:25",9.1
"ObjectId(""6849ef88ab2373184fe08781"")","E294","2025-06-07","desktop-37.mills.com","Windows","09:45","17:29",8
"ObjectId(""6849ef88ab2373184fe08782"")","E294","2025-06-08","desktop-63.wilson.com","Linux","10:27","17:48",6.9
"ObjectId(""6849ef88ab2373184fe08783"")","E294","2025-06-09","lt-43.smith.org","Linux","08:53","15:36",7.7
"ObjectId(""6849ef88ab2373184fe08784"")","E294","2025-06-10","desktop-32.johnson.com","Windows","08:49","16:00",8.4
"ObjectId(""6849ef88ab2373184fe08785"")","E295","2025-06-01","srv-69.castro-graham.com","Linux","09:23","18:57",8.9
"ObjectId(""6849ef88ab2373184fe08786"")","E295","2025-06-02","srv-99.mason-day.com","macOS","09:28","17:11",7.6
"ObjectId(""6849ef88ab2373184fe08787"")","E295","2025-06-03","lt-77.roberts-rivera.com","Linux","10:36","19:51",8.5
"ObjectId(""6849ef88ab2373184fe08788"")","E295","2025-06-04","laptop-55.miller-dodson.org","Linux","07:47","15:36",7.2
"ObjectId(""6849ef88ab2373184fe08789"")","E295","2025-06-05","srv-10.kennedy.net","Linux","07:29","14:52",6.7
"ObjectId(""6849ef88ab2373184fe0878a"")","E295","2025-06-06","db-87.moore.com","Linux","07:06","15:57",7.4
"ObjectId(""6849ef88ab2373184fe0878b"")","E295","2025-06-07","srv-25.lewis.com","Windows","07:55","15:27",7.5
"ObjectId(""6849ef88ab2373184fe0878c"")","E295","2025-06-08","lt-12.swanson.com","macOS","07:38","16:21",9.1
"ObjectId(""6849ef88ab2373184fe0878d"")","E295","2025-06-09","desktop-39.hart.net","macOS","08:22","16:03",8.3
"ObjectId(""6849ef88ab2373184fe0878e"")","E295","2025-06-10","srv-64.moreno.com","Linux","07:53","16:30",9.4
"ObjectId(""6849ef88ab2373184fe0878f"")","E296","2025-06-01","db-54.sandoval-welch.org","macOS","08:03","15:47",7.5
"ObjectId(""6849ef88ab2373184fe08790"")","E296","2025-06-02","db-46.hughes-marquez.com","Windows","09:16","17:10",7.8
"ObjectId(""6849ef88ab2373184fe08791"")","E296","2025-06-03","email-72.jones-stevenson.biz","Linux","08:08","18:22",9.9
"ObjectId(""6849ef88ab2373184fe08792"")","E296","2025-06-04","srv-64.carter.org","Linux","09:34","18:44",8.5
"ObjectId(""6849ef88ab2373184fe08793"")","E296","2025-06-05","web-31.gonzalez.com","macOS","07:41","16:04",8.8
"ObjectId(""6849ef88ab2373184fe08794"")","E296","2025-06-06","web-32.smith.info","macOS","09:21","16:43",6.6
"ObjectId(""6849ef88ab2373184fe08795"")","E296","2025-06-07","laptop-17.morris.com","macOS","09:42","17:58",7.2
"ObjectId(""6849ef88ab2373184fe08796"")","E296","2025-06-08","db-48.grant.com","Linux","07:57","16:56",8.9
"ObjectId(""6849ef88ab2373184fe08797"")","E296","2025-06-09","laptop-07.carter.com","macOS","07:25","16:40",8.3
"ObjectId(""6849ef88ab2373184fe08798"")","E296","2025-06-10","lt-79.shepard.com","Windows","08:54","18:28",10.3
"ObjectId(""6849ef88ab2373184fe08799"")","E297","2025-06-01","email-22.zimmerman.net","Linux","08:05","16:07",7.6
"ObjectId(""6849ef88ab2373184fe0879a"")","E297","2025-06-02","srv-29.murphy-hill.com","Windows","08:23","16:19",7.9
"ObjectId(""6849ef88ab2373184fe0879b"")","E297","2025-06-03","srv-18.chase-scott.biz","Windows","09:00","17:28",7.8
"ObjectId(""6849ef88ab2373184fe0879c"")","E297","2025-06-04","laptop-90.porter.com","Windows","08:18","16:42",8.2
"ObjectId(""6849ef88ab2373184fe0879d"")","E297","2025-06-05","db-58.santos.com","Windows","08:45","17:15",9.6
"ObjectId(""6849ef88ab2373184fe0879e"")","E297","2025-06-06","lt-15.ingram-holloway.biz","macOS","09:19","19:03",10.3
"ObjectId(""6849ef88ab2373184fe0879f"")","E297","2025-06-07","db-26.sandoval.com","Windows","07:47","14:26",7.1
"ObjectId(""6849ef88ab2373184fe087a0"")","E297","2025-06-08","email-86.keller.com","Windows","09:17","16:10",6.7
"ObjectId(""6849ef88ab2373184fe087a1"")","E297","2025-06-09","laptop-83.taylor-smith.com","macOS","08:25","16:04",8
"ObjectId(""6849ef88ab2373184fe087a2"")","E297","2025-06-10","email-80.romero.com","Windows","10:21","18:26",7.8
"ObjectId(""6849ef88ab2373184fe087a3"")","E298","2025-06-01","desktop-64.jacobs.com","Windows","07:24","14:29",7.5
"ObjectId(""6849ef88ab2373184fe087a4"")","E298","2025-06-02","srv-21.williams.com","Windows","10:06","18:22",8.2
"ObjectId(""6849ef88ab2373184fe087a5"")","E298","2025-06-03","db-87.curry.com","Windows","07:00","16:28",8.9
"ObjectId(""6849ef88ab2373184fe087a6"")","E298","2025-06-04","email-50.stewart.com","Linux","10:28","17:37",6.6
"ObjectId(""6849ef88ab2373184fe087a7"")","E298","2025-06-05","email-26.steele.com","Windows","08:01","15:59",7.1
